id,estado_empresa,cnae_empresa,capital_empresa,processos_judiciais_empresa,idade_empresa,socios_empresa,fornecedor_empresa,descricao
6173,RS,3329599,477862,3,7,2,MEL789,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
6174,AC,3329599,223524,0,5,2,FOO456,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
6175,AM,4221903,892578,0,8,1,XPTO123,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
6176,AL,4221903,423930,4,12,4,JJF753,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
6177,MG,4321500,470377,0,18,3,XPTO123,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
6178,AL,3511502,640222,1,4,1,MEL789,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
6179,AM,2821602,725704,1,5,4,FOO456,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
6180,PI,3313901,359505,0,14,3,JJF753,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
6181,RO,4669999,991564,0,20,2,JJF753,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
6182,RR,3329599,956509,0,16,2,FOO456,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
6183,AC,4673700,879310,0,17,3,MEL789,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
6184,PR,3511500,66544,0,16,3,MEL789,
6185,SC,3329599,859130,3,1,4,FOO456,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
6186,RN,3511502,972296,2,10,2,XPTO123,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
6187,MA,7112000,369045,3,20,2,XPTO123,SERVIÇOS DE ENGENHARIA
6188,SE,4322301,414118,0,15,1,XPTO123,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
6189,PE,2821601,604953,0,3,4,FOO456,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
6190,PR,2731700,640515,2,21,4,JJF753,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
6191,PA,4754703,970633,0,15,1,FOO456,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
6192,SC,3511500,149500,3,13,4,JJF753,
6193,TO,7112000,364600,0,12,3,XPTO123,SERVIÇOS DE ENGENHARIA
6194,RJ,4673700,429486,0,18,2,CABL951,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
6195,SE,4221903,678087,0,9,4,FOO456,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
6196,MG,4673700,301997,4,9,2,XPTO123,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
6197,CE,3329599,373183,0,10,3,MEL789,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
6198,MA,3321000,901013,2,7,1,JJF753,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
6199,SP,4221902,433210,4,18,3,MEL789,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
6200,PA,4673700,643666,3,16,4,MEL789,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
6201,SE,4673700,865164,2,5,3,FOO456,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
6202,MT,3329599,33153,0,1,4,MEL789,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
6203,MA,2821601,165613,2,8,4,FOO456,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
6204,RO,4742300,838851,0,12,4,MEL789,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
6205,SP,2821601,392665,0,14,1,MEL789,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
6206,BA,2821602,572110,0,13,4,MEL789,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
6207,SP,3313901,840263,1,14,2,JJF753,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
6208,RO,4321500,760003,4,17,3,CABL951,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
6209,AC,4321500,696340,1,14,1,CABL951,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
6210,ES,4754703,489057,0,18,1,FOO456,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
6211,SP,4221903,58392,0,8,4,MEL789,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
6212,RO,3511501,249793,0,4,2,FOO456,GERAÇÃO DE ENERGIA ELÉTRICA
6213,PR,7112000,26315,0,14,3,CABL951,SERVIÇOS DE ENGENHARIA
6214,MG,4322303,668762,0,21,1,FOO456,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
6215,PB,4221903,916884,4,4,1,JJF753,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
6216,DF,4754703,933170,0,13,3,JJF753,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
6217,AL,4322302,567558,3,21,2,CABL951,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
6218,BA,2821602,730410,3,19,4,FOO456,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
6219,RN,4754703,706313,0,1,3,MEL789,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
6220,SP,4321500,283671,0,12,1,XPTO123,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
6221,ES,3321000,474640,0,15,4,XPTO123,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
6222,AM,4322303,63857,0,16,2,MEL789,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
6223,PA,4321500,396782,0,14,1,MEL789,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
6224,GO,4321500,779237,0,9,3,FOO456,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
6225,PR,2731700,721382,4,13,2,CABL951,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
6226,BA,7112000,416507,0,12,4,CABL951,SERVIÇOS DE ENGENHARIA
6227,RS,4322302,720582,1,4,1,JJF753,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
6228,DF,4221902,125747,4,5,3,XPTO123,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
6229,AC,4322303,702307,0,5,2,MEL789,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
6230,RS,4669901,443138,0,1,3,XPTO123,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
6231,AM,3313901,910703,0,1,3,XPTO123,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
6232,SP,4321500,479570,0,6,2,JJF753,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
6233,SE,4322301,940219,3,3,4,CABL951,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
6234,MT,4754703,616702,0,5,4,JJF753,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
6235,DF,3511501,411814,3,5,1,JJF753,GERAÇÃO DE ENERGIA ELÉTRICA
6236,RR,7112000,818009,0,14,4,MEL789,SERVIÇOS DE ENGENHARIA
6237,DF,3511502,47472,0,14,3,XPTO123,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
6238,RJ,4673700,583921,1,4,2,MEL789,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
6239,PB,3313901,122655,0,2,3,FOO456,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
6240,GO,4321500,333728,0,14,4,JJF753,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
6241,AL,4673700,965004,0,6,1,JJF753,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
6242,CE,4221902,221587,4,12,4,XPTO123,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
6243,MS,2821602,385166,0,14,2,JJF753,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
6244,MT,3313901,503175,0,18,4,MEL789,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
6245,GO,3511501,147664,0,15,3,FOO456,GERAÇÃO DE ENERGIA ELÉTRICA
6246,BA,4322303,546489,0,15,2,JJF753,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
6247,PA,4322301,310497,0,7,3,XPTO123,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
6248,SE,4754703,726415,3,13,2,XPTO123,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
6249,RN,4322302,540668,1,9,4,JJF753,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
6250,BA,4669999,306464,4,2,1,FOO456,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
6251,BA,4673700,82050,0,7,3,MEL789,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
6252,GO,4221903,97542,1,18,3,FOO456,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
6253,SE,2821602,623795,0,2,4,CABL951,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
6254,RO,3511500,317374,0,2,3,XPTO123,
6255,PI,4322303,272744,0,15,2,FOO456,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
6256,SC,3321000,587093,4,1,1,MEL789,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
6257,RJ,4673700,100404,2,4,3,JJF753,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
6258,AC,4321500,981218,1,21,2,JJF753,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
6259,RO,3511501,296201,1,2,4,CABL951,GERAÇÃO DE ENERGIA ELÉTRICA
6260,GO,4754703,188036,2,1,3,XPTO123,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
6261,CE,3511500,227129,0,15,4,XPTO123,
6262,MG,3329599,538434,0,17,1,FOO456,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
6263,RS,4321500,380261,0,9,1,MEL789,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
6264,RN,4669901,636507,0,14,2,CABL951,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
6265,PI,2821602,487252,0,16,2,JJF753,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
6266,DF,3511501,683172,0,5,2,XPTO123,GERAÇÃO DE ENERGIA ELÉTRICA
6267,AL,3511500,163421,0,5,2,MEL789,
6268,GO,3321000,902147,0,19,2,FOO456,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
6269,RO,2821602,545306,2,2,3,CABL951,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
6270,AC,2821602,90638,0,9,2,JJF753,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
6271,AC,7112000,429922,2,18,4,CABL951,SERVIÇOS DE ENGENHARIA
6272,RO,4221903,37315,0,19,2,MEL789,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
6273,MT,4322301,119008,0,13,3,MEL789,"INSTALAÇÕES HIDRÁULICAS, SANITÁRIAS E DE GÁS"
6274,RS,4754703,539990,4,18,1,JJF753,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
6275,SC,3511500,960573,0,6,1,JJF753,
6276,SC,2821601,576576,4,10,2,XPTO123,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
6277,AP,4221903,85810,2,7,1,JJF753,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
6278,SC,4669901,192868,0,4,2,XPTO123,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
6279,PB,4669999,371421,0,2,3,JJF753,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
6280,AM,4321500,929473,0,2,2,JJF753,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
6281,AM,4669901,461523,4,3,1,FOO456,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
6282,RR,3511501,339247,1,5,4,FOO456,GERAÇÃO DE ENERGIA ELÉTRICA
6283,AP,4754703,241116,0,2,1,MEL789,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
6284,PA,4221903,287499,0,18,1,MEL789,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
6285,RN,7112000,246971,0,6,3,CABL951,SERVIÇOS DE ENGENHARIA
6286,SC,2821601,276644,2,7,1,XPTO123,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
6287,TO,3321000,781968,0,20,2,JJF753,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
6288,ES,4742300,854924,0,2,2,CABL951,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
6289,RJ,4322302,636071,3,21,3,MEL789,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
6290,TO,3511500,648573,0,18,3,CABL951,
6291,AC,4321500,744206,1,1,1,MEL789,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
6292,TO,4322302,557624,0,8,2,FOO456,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
6293,RN,4221903,454847,0,8,2,FOO456,MANUTENÇÃO DE REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
6294,MT,4673700,427110,0,20,3,MEL789,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
6295,RN,4742300,181706,0,8,3,JJF753,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
6296,CE,4321500,446635,4,21,1,FOO456,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
6297,AP,2821601,162430,0,1,2,MEL789,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
6298,PB,2821601,851667,0,15,4,XPTO123,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
6299,PR,4669999,725716,3,7,2,CABL951,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
6300,ES,4221902,116149,0,3,3,CABL951,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
6301,PA,4669999,148776,0,17,2,CABL951,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
6302,RR,4322303,516299,2,5,2,CABL951,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
6303,DF,2731700,931151,0,18,4,MEL789,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
6304,TO,3511501,298172,0,12,1,FOO456,GERAÇÃO DE ENERGIA ELÉTRICA
6305,AL,4742300,120119,0,7,1,JJF753,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
6306,MG,4673700,734214,0,9,4,FOO456,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
6307,MA,3321000,464239,0,13,1,JJF753,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
6308,PI,3511502,20861,2,3,1,CABL951,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
6309,RJ,3511501,694619,0,3,4,XPTO123,GERAÇÃO DE ENERGIA ELÉTRICA
6310,SC,7112000,733502,0,4,3,XPTO123,SERVIÇOS DE ENGENHARIA
6311,RO,4669901,775121,0,12,4,XPTO123,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
6312,PE,4322303,527764,0,7,1,FOO456,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
6313,RS,3313901,858996,1,15,1,MEL789,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
6314,AM,4754703,955048,1,1,4,CABL951,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
6315,AL,7112000,894987,2,1,4,FOO456,SERVIÇOS DE ENGENHARIA
6316,RS,4221902,234407,0,11,3,FOO456,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
6317,AC,4673700,783450,0,1,4,FOO456,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
6318,GO,3511502,485112,1,6,4,FOO456,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
6319,AM,2731700,680581,2,19,3,CABL951,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
6320,GO,4673700,389103,1,18,3,XPTO123,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
6321,RS,3321000,39433,0,2,1,XPTO123,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
6322,PE,4221902,164658,1,20,1,MEL789,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
6323,DF,4754703,461736,0,17,2,CABL951,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
6324,TO,7112000,717154,0,17,1,JJF753,SERVIÇOS DE ENGENHARIA
6325,MT,3313901,877949,0,4,1,CABL951,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
6326,SP,4321500,363154,4,10,1,CABL951,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
6327,BA,4322303,457477,1,18,1,JJF753,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
6328,AC,4321500,343342,0,14,2,XPTO123,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
6329,MA,3329599,961918,1,20,4,JJF753,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
6330,PE,4321500,424597,0,13,2,CABL951,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
6331,SC,3321000,873497,0,9,3,FOO456,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
6332,AC,4673700,954103,0,15,4,CABL951,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
6333,CE,3313901,626174,0,1,1,MEL789,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
6334,GO,7112000,633245,2,10,3,JJF753,SERVIÇOS DE ENGENHARIA
6335,DF,4322303,939303,4,11,3,FOO456,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
6336,SE,4673700,280619,0,5,2,FOO456,COMÉRCIO ATACADISTA DE MATERIAL ELÉTRICO
6337,MA,4221902,259544,0,3,1,XPTO123,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
6338,MS,4669999,265976,0,6,1,JJF753,COMÉRCIO ATACADISTA DE OUTRAS MÁQUINAS E EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE; PARTES E PEÇAS
6339,PI,3511501,333355,3,18,2,FOO456,GERAÇÃO DE ENERGIA ELÉTRICA
6340,MS,7112000,615010,3,21,1,XPTO123,SERVIÇOS DE ENGENHARIA
6341,RJ,4742300,144469,0,18,3,JJF753,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
6342,TO,4221902,37544,4,11,4,XPTO123,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
6343,PE,4754703,257007,4,12,2,FOO456,COMÉRCIO VAREJISTA DE ARTIGOS DE ILUMINAÇÃO
6344,PB,4669901,194152,1,6,1,FOO456,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
6345,AM,4221902,43954,0,20,4,XPTO123,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
6346,PR,4322303,828271,3,21,1,CABL951,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
6347,PI,4221902,680753,0,7,3,CABL951,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
6348,PE,3313901,535035,1,2,1,CABL951,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
6349,SE,4221902,470364,0,19,2,MEL789,CONSTRUÇÃO DE ESTAÇÕES E REDES DE DISTRIBUIÇÃO DE ENERGIA ELÉTRICA
6350,SP,4322303,403156,2,9,1,MEL789,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
6351,MT,7112000,47890,1,7,3,MEL789,SERVIÇOS DE ENGENHARIA
6352,SE,4321500,181190,0,21,4,MEL789,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
6353,MA,3329599,662577,0,4,1,JJF753,INSTALAÇÃO DE OUTROS EQUIPAMENTOS NÃO ESPECIFICADOS ANTERIORMENTE
6354,RN,4322302,299157,0,4,4,MEL789,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
6355,BA,4742300,484514,3,12,3,XPTO123,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
6356,SE,2821602,885638,0,14,2,JJF753,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
6357,ES,3313901,766677,0,4,4,XPTO123,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
6358,TO,2821602,885173,2,5,2,MEL789,"FABRICAÇÃO DE ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, PEÇAS E ACESSÓRIOS"
6359,GO,4669901,308337,0,21,3,FOO456,COMÉRCIO ATACADISTA DE BOMBAS E COMPRESSORES; PARTES E PEÇAS
6360,AC,3511502,93179,0,1,4,CABL951,ATIVIDADES DE COORDENAÇÃO E CONTROLE DA OPERAÇÃO DA GERAÇÃO E TRANSMISSÃO DE ENERGIA ELÉTRICA
6361,RR,3511501,484988,0,20,2,XPTO123,GERAÇÃO DE ENERGIA ELÉTRICA
6362,SE,3321000,389407,4,12,1,XPTO123,INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS
6363,SE,4322302,838248,0,21,4,XPTO123,"INSTALAÇÃO E MANUTENÇÃO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILAÇÃO E REFRIGERAÇÃO"
6364,RO,4742300,169802,4,7,2,JJF753,COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO
6365,AM,4322303,498863,4,11,1,MEL789,INSTALAÇÕES DE SISTEMA DE PREVENÇÃO CONTRA INCÊNDIO
6366,GO,4321500,842457,0,14,4,CABL951,INSTALAÇÃO E MANUTENÇÃO ELÉTRICA
6367,ES,2821601,594840,1,6,1,XPTO123,"FABRICAÇÃO DE FORNOS INDUSTRIAIS, APARELHOS E EQUIPAMENTOS NÃO ELÉTRICOS PARA INSTALAÇÕES TÉRMICAS, PEÇAS E ACESSÓRIOS"
6368,AL,2731700,105230,0,5,3,MEL789,FABRICAÇÃO DE APARELHOS E EQUIPAMENTOS PARA DISTRIBUIÇÃO E CONTROLE DE ENERGIA ELÉTRICA
6369,MA,3313901,828408,0,3,3,JJF753,"MANUTENÇÃO E REPARAÇÃO DE GERADORES, TRANSFORMADORES E MOTORES ELÉTRICOS"
