id;estado_empresa;cnae_empresa;capital_empresa;processos_judiciais_empresa;idade_empresa;socios_empresa;fornecedor_empresa
5651;AP;2821602;346122;1;6;3;CABL951
5652;MG;4321500;171270;0;20;2;MEL789
5653;MA;3511501;392418;0;21;4;XPTO123
5654;GO;3321000;141346;0;20;3;JJF753
5655;MT;4221902;340135;0;9;4;FOO456
5656;SP;3511500;774199;3;16;1;MEL789
5657;AC;2821602;679352;0;8;3;XPTO123
5658;ES;4669901;230967;0;17;4;CABL951
5659;ES;4221902;290406;0;20;4;CABL951
5660;DF;3329599;618527;0;16;4;MEL789
5661;SC;2821601;711634;3;15;2;XPTO123
5662;DF;4221902;944428;1;14;2;FOO456
5663;MT;4673700;171057;1;17;3;JJF753
5664;RJ;4669901;146437;0;18;4;FOO456
5665;TO;4322302;495830;1;16;3;FOO456
5666;RO;4754703;786642;2;18;3;FOO456
5667;SP;3511502;697164;2;12;2;XPTO123
5668;SC;3511502;658021;0;6;1;JJF753
5669;AL;4221902;741642;3;4;2;FOO456
5670;AM;7112000;657759;0;12;3;JJF753
5671;RJ;2731700;90037;2;4;1;XPTO123
5672;SE;4322301;810722;0;3;2;CABL951
5673;RS;4669901;293481;0;11;3;FOO456
5674;BA;2821602;726528;0;10;2;JJF753
5675;PE;3511501;842939;0;20;1;FOO456
5676;RN;3511502;463090;3;20;3;CABL951
5677;SP;3511501;640622;0;3;2;FOO456
5678;MA;4322302;203501;0;8;2;MEL789
5679;AM;4321500;880452;1;9;4;MEL789
5680;PB;3313901;750766;0;9;1;MEL789
5681;SP;3511501;642022;0;17;3;JJF753
5682;AL;2821602;190076;3;4;1;FOO456
5683;TO;3511502;801307;0;21;4;MEL789
5684;SE;4754703;863917;1;7;1;MEL789
5685;SC;4221903;607717;0;15;4;FOO456
5686;RO;4321500;158579;0;9;3;JJF753
5687;TO;3511501;852491;0;14;4;XPTO123
5688;DF;4221902;765170;0;17;1;XPTO123
5689;MG;7112000;571391;1;9;3;MEL789
5690;RN;4321500;653075;0;6;2;FOO456
5691;PI;3321000;977427;3;14;1;JJF753
5692;RO;4322303;246766;1;10;1;JJF753
5693;ES;2821602;921095;0;4;1;JJF753
5694;AL;3511500;142502;0;16;3;MEL789
5695;RJ;4754703;278582;0;16;4;FOO456
5696;GO;2821602;665104;4;3;1;FOO456
5697;BA;3511502;211864;2;21;1;MEL789
5698;PA;3313901;663748;0;14;1;MEL789
5699;PB;4322302;373845;0;18;4;JJF753
5700;MA;4322302;815850;3;20;2;JJF753
5701;SP;4322301;663431;0;5;4;FOO456
5702;AC;4669999;704804;2;2;3;JJF753
5703;PE;4742300;882432;0;17;3;CABL951
5704;SP;4673700;800889;0;15;3;MEL789
5705;GO;3329599;952777;4;14;2;FOO456
5706;PI;2731700;760560;3;9;4;FOO456
5707;AL;3511500;173872;4;2;2;XPTO123
5708;RJ;4322302;141128;3;7;1;MEL789
5709;RJ;3511500;162671;1;2;2;FOO456
5710;RS;4321500;641147;0;1;4;JJF753
5711;GO;4754703;76013;2;7;2;XPTO123
5712;AC;3511502;667412;2;4;1;CABL951
5713;MA;3321000;266091;0;21;3;FOO456
5714;AP;4221902;317760;0;6;4;FOO456
5715;PE;4221903;617033;0;2;2;FOO456
5716;RN;3329599;76928;3;9;4;FOO456
5717;AM;4221902;250930;1;14;4;CABL951
5718;SE;4669901;728260;0;11;4;FOO456
5719;MS;3511502;799334;0;11;1;FOO456
5720;AL;4321500;994988;0;9;4;JJF753
5721;RN;7112000;793979;0;16;3;FOO456
5722;MA;4322302;605281;0;16;3;MEL789
5723;RN;2821601;132797;3;21;4;XPTO123
5724;SP;4742300;588741;2;4;2;CABL951
5725;SC;3511501;649361;2;5;4;JJF753
5726;RN;4669901;542506;1;17;1;MEL789
5727;MT;3313901;500770;0;19;1;CABL951
5728;RJ;2821601;140599;1;3;3;FOO456
5729;MS;3511501;390735;0;7;4;FOO456
5730;SC;4322301;798475;0;13;4;JJF753
5731;AL;4221903;407681;0;5;3;XPTO123
5732;BA;4669901;936908;0;14;1;FOO456
5733;SE;4321500;12951;3;2;2;MEL789
5734;MT;4322302;784328;1;18;2;MEL789
5735;AP;4321500;454588;1;11;1;MEL789
5736;SC;3511500;118600;0;12;1;MEL789
5737;TO;2821602;980142;4;11;3;MEL789
5738;RJ;3329599;973617;0;21;1;FOO456
5739;PI;4669999;334240;0;10;4;JJF753
5740;DF;4321500;259178;0;19;2;MEL789
5741;SP;4322301;758901;4;8;3;MEL789
5742;AM;4669999;25787;0;14;3;XPTO123
5743;PE;2731700;739001;4;3;3;JJF753
5744;MS;7112000;844310;0;21;1;XPTO123
5745;RN;3511501;126797;0;6;4;FOO456
5746;BA;3329599;522707;2;8;3;FOO456
5747;PB;4221902;752377;0;21;4;CABL951
5748;MS;4221902;913714;0;9;1;FOO456
5749;PE;2821601;45125;0;16;1;FOO456
5750;DF;3321000;912075;2;9;1;FOO456
5751;AL;4673700;543926;0;8;1;XPTO123
5752;DF;4322301;826950;0;10;1;XPTO123
5753;ES;2821602;461361;0;21;1;JJF753
5754;BA;3511500;927264;1;1;3;CABL951
5755;SE;7112000;68402;2;17;1;FOO456
5756;AP;2821601;572964;4;18;2;MEL789
5757;MG;7112000;972679;4;5;2;XPTO123
5758;SE;4322302;624932;3;15;1;MEL789
5759;ES;4322303;401281;4;1;1;XPTO123
5760;AC;4754703;512148;3;19;2;FOO456
5761;RO;2731700;745807;0;9;4;JJF753
5762;MA;4742300;161682;3;20;3;CABL951
5763;CE;4669901;593818;0;20;4;FOO456
5764;RN;3329599;550428;0;1;4;FOO456
5765;GO;3511501;247755;1;18;4;CABL951
5766;RJ;4669999;126487;1;20;2;MEL789
5767;RJ;4742300;668021;0;16;4;FOO456
5768;SE;4221903;447665;0;17;4;XPTO123
5769;SE;4754703;452993;0;11;3;CABL951
5770;PA;4221902;893533;0;13;2;CABL951
5771;BA;3329599;598982;3;11;4;CABL951
5772;ES;4673700;298829;0;7;1;MEL789
5773;RR;4322301;951313;0;6;2;FOO456
5774;RO;4322303;974066;0;7;2;MEL789
5775;SP;4322303;572793;1;9;1;CABL951
5776;PA;3511501;141262;0;18;1;JJF753
5777;MG;4321500;623099;4;17;1;JJF753
5778;PI;7112000;286470;0;18;2;XPTO123
5779;MG;2731700;615531;0;15;2;FOO456
5780;GO;4673700;696796;0;21;4;XPTO123
5781;RJ;7112000;608136;3;11;2;FOO456
5782;ES;3511502;677504;0;18;4;XPTO123
5783;AM;2821601;513970;0;10;1;CABL951
5784;RS;2821602;442031;0;19;4;CABL951
5785;TO;2821602;140324;0;17;4;JJF753
5786;MS;4221903;274687;0;16;4;JJF753
5787;PA;4322303;337729;0;20;2;MEL789
5788;AL;7112000;966908;0;5;4;FOO456
5789;AL;4322303;998444;0;4;2;MEL789
5790;PA;3511500;709324;1;16;3;CABL951
5791;SC;4322302;447838;0;19;4;FOO456
5792;MA;4322301;34734;0;19;1;JJF753
5793;GO;4669999;635411;0;3;1;MEL789
5794;AC;7112000;249205;0;19;2;XPTO123
5795;ES;2821602;893251;0;1;3;JJF753
5796;SE;4221903;314252;0;11;3;MEL789
5797;PE;4322301;164661;0;14;2;JJF753
5798;SC;4669901;322458;2;8;4;JJF753
5799;SP;7112000;555179;3;14;4;MEL789
5800;MS;3329599;245128;0;8;1;JJF753
5801;AP;4321500;384070;1;11;4;XPTO123
5802;RO;4321500;803501;0;17;2;FOO456
5803;RS;3511500;917042;2;14;2;JJF753
5804;RJ;3329599;712575;0;18;3;MEL789
5805;CE;4322301;369591;1;15;2;MEL789
5806;AP;3511502;472445;0;9;3;XPTO123
5807;RN;4673700;998267;0;1;2;JJF753
5808;GO;4221903;667878;0;19;3;MEL789
5809;DF;4322303;638506;0;7;1;XPTO123
5810;AM;3511500;22655;4;13;4;XPTO123
5811;SP;7112000;646521;0;3;1;CABL951
5812;PR;3511501;191213;0;3;4;XPTO123
5813;CE;3511501;735156;4;1;2;MEL789
5814;BA;4754703;319852;0;14;2;JJF753
5815;PA;2731700;243535;2;1;2;XPTO123
5816;AL;4221902;881428;2;4;3;JJF753
5817;AM;2821602;60565;3;12;2;FOO456
5818;TO;4742300;19727;0;4;2;JJF753
5819;SC;4322302;361392;1;7;4;CABL951
5820;RO;3313901;561400;0;10;1;FOO456
5821;MA;4321500;81156;0;19;2;XPTO123
5822;AC;3511501;870700;0;10;1;JJF753
5823;MT;4221903;894380;0;18;2;JJF753
5824;AP;3329599;155196;0;9;4;CABL951
5825;ES;4322303;552566;0;19;3;JJF753
5826;PI;3329599;800075;3;10;2;MEL789
5827;ES;4669901;587419;0;15;1;JJF753
5828;AP;3321000;599678;1;8;2;XPTO123
5829;RR;3329599;34451;2;17;1;MEL789
5830;CE;2821601;723341;0;11;2;MEL789
5831;SC;3511502;728146;3;12;3;JJF753
5832;PE;4221902;944402;3;8;3;XPTO123
5833;AL;4321500;212141;4;8;3;JJF753
5834;AP;4221902;219378;0;17;3;JJF753
5835;AC;2821601;353419;0;13;3;XPTO123
5836;AP;3329599;646395;4;6;3;JJF753
5837;PI;2821601;638578;4;4;3;XPTO123
5838;AP;4322303;214398;3;11;2;FOO456
5839;RO;4221902;461039;0;11;1;JJF753
5840;SC;2731700;957983;2;17;4;MEL789
5841;TO;7112000;441748;1;17;1;XPTO123
5842;PI;2821602;675949;2;19;3;CABL951
5843;SP;7112000;646483;0;2;2;CABL951
5844;AL;7112000;892790;0;12;4;MEL789
5845;SE;3511502;713327;0;20;2;MEL789
5846;CE;4322301;461969;0;17;3;CABL951
5847;AL;4754703;628651;4;16;1;XPTO123
5848;MS;4322302;527886;4;4;4;JJF753
5849;PA;4221902;380037;2;12;4;MEL789
5850;ES;4742300;122088;0;17;2;JJF753
5851;RR;4322303;537174;3;18;1;MEL789
5852;MS;4322302;447411;0;21;2;CABL951
5853;AP;4321500;759280;0;21;1;FOO456
5854;PE;4754703;993774;1;10;2;JJF753
5855;TO;4742300;416935;0;19;2;MEL789
5856;PB;4673700;829303;0;11;4;XPTO123
5857;MG;4221902;198542;0;6;3;CABL951
5858;PE;4322303;305163;0;5;4;JJF753
5859;PB;4754703;450151;1;6;3;MEL789
5860;SC;4221902;193109;1;15;2;CABL951
5861;TO;7112000;146047;0;10;3;FOO456
5862;MG;4221903;375406;0;4;4;CABL951
5863;TO;2821601;45330;0;3;2;JJF753
5864;PI;4321500;531008;2;12;1;JJF753
5865;RJ;4221903;656361;0;8;4;JJF753
5866;PE;3511501;158166;0;14;4;XPTO123
5867;RO;4669999;190408;0;19;1;FOO456
5868;PE;3511501;742158;0;5;1;MEL789
5869;BA;4322303;579069;1;13;4;FOO456
5870;AM;4321500;50375;0;16;4;CABL951
5871;MS;4673700;559131;2;5;1;CABL951
5872;RJ;2821601;485883;2;14;2;JJF753
5873;RJ;4742300;547371;2;17;1;CABL951
5874;TO;3321000;523648;0;3;3;JJF753
5875;MA;3511502;578272;0;7;4;JJF753
5876;SP;4754703;835953;0;5;2;CABL951
5877;MS;3511502;187080;3;7;4;CABL951
5878;MA;4221902;990717;0;18;4;JJF753
5879;RS;3511500;391781;0;17;3;XPTO123
5880;SC;3511501;630063;0;8;4;MEL789
5881;MT;3511501;711767;0;8;3;FOO456
5882;SP;4321500;413958;1;10;3;MEL789
5883;PB;4669901;693245;0;7;3;JJF753
5884;RO;4322302;559912;4;18;2;XPTO123
5885;RS;4669999;165453;0;7;2;XPTO123
5886;DF;3321000;396590;0;7;3;MEL789
5887;AL;4669999;273643;0;1;4;MEL789
5888;MA;2731700;655718;2;11;1;XPTO123
5889;MS;4669999;749459;3;12;2;CABL951
5890;RR;3511501;120706;3;11;3;FOO456
5891;MA;2821602;927043;0;18;1;MEL789
5892;PA;2821601;901576;0;14;1;JJF753
5893;RO;4673700;735399;0;19;4;XPTO123
5894;SE;4673700;671547;0;18;2;XPTO123
5895;AM;4321500;312736;0;11;4;XPTO123
5896;ES;4322302;387504;3;5;3;CABL951
5897;MG;4221903;497410;0;14;1;FOO456
5898;MS;4321500;325450;4;15;2;XPTO123
5899;PR;3313901;961728;0;17;3;FOO456
5900;TO;4321500;102966;4;1;1;XPTO123
5901;PA;3511500;867519;0;8;1;CABL951
5902;RR;4221903;70556;1;1;3;FOO456
5903;SC;2731700;188582;2;12;4;FOO456
5904;RS;7112000;981447;0;12;4;XPTO123
5905;SP;3511501;172826;3;8;3;JJF753
5906;ES;3329599;47070;3;12;2;FOO456
5907;RN;3329599;421130;0;4;2;CABL951
5908;MS;3313901;224242;4;13;2;JJF753
5909;MA;3511501;67041;4;9;2;MEL789
5910;AC;4322303;573759;0;2;1;CABL951
5911;RO;7112000;946579;0;12;2;JJF753
5912;PI;4754703;783487;0;5;1;CABL951
5913;PR;3321000;499641;0;6;1;JJF753
5914;SC;2821601;199629;1;15;3;JJF753
5915;RO;4321500;869236;3;11;1;JJF753
5916;PI;4669901;918090;0;14;1;MEL789
5917;RN;4321500;327645;2;12;1;FOO456
5918;RO;4322301;38766;0;8;3;FOO456
5919;SP;3511501;444371;4;17;4;CABL951
5920;RO;3313901;82257;0;15;4;CABL951
5921;DF;7112000;806465;1;12;3;XPTO123
5922;PR;4673700;912448;0;21;3;MEL789
5923;TO;7112000;107925;0;16;3;FOO456
5924;GO;4742300;419607;0;3;1;FOO456
5925;MA;4754703;789690;1;10;1;XPTO123
5926;MT;4221903;216427;0;7;3;XPTO123
5927;AL;3321000;49025;0;11;3;MEL789
5928;AC;3511502;385185;1;8;2;JJF753
5929;AM;4669901;607061;0;6;3;JJF753
5930;MG;3511501;398643;0;21;3;MEL789
5931;SP;3511502;584629;0;12;1;JJF753
5932;RR;2821602;743224;1;9;4;FOO456
5933;SE;3511501;956806;2;12;4;MEL789
5934;RR;2821601;226210;0;8;4;MEL789
5935;PA;4322301;782127;2;14;4;XPTO123
5936;GO;4673700;829280;0;19;4;CABL951
5937;MS;4669901;520400;0;1;1;CABL951
5938;MA;3321000;631950;0;7;4;JJF753
5939;AP;4322302;269700;2;10;2;CABL951
5940;PR;4322303;518987;0;14;2;CABL951
5941;TO;4221903;579010;1;5;4;FOO456
5942;MS;3313901;529257;0;14;4;JJF753
5943;MA;3511500;678881;1;13;4;JJF753
5944;CE;3511502;420638;0;20;1;FOO456
5945;ES;3511501;920784;3;17;3;MEL789
5946;MS;3321000;736857;0;16;4;MEL789
5947;RJ;3321000;516043;0;20;4;CABL951
5948;RR;2821602;139258;0;17;2;CABL951
5949;MS;4669999;414913;4;21;4;MEL789
5950;SE;4742300;662769;0;9;4;XPTO123
5951;MA;4742300;332774;2;4;2;JJF753
5952;AC;7112000;528942;0;8;4;MEL789
5953;PR;2731700;541029;0;20;3;JJF753
5954;RN;4754703;478210;0;13;1;FOO456
5955;AM;4754703;763032;0;4;2;JJF753
5956;DF;2731700;20577;0;21;2;CABL951
5957;TO;4742300;880101;1;11;4;XPTO123
5958;AM;3329599;534872;4;7;2;JJF753
5959;PA;4322303;305664;2;11;3;MEL789
5960;TO;3511501;289250;0;11;4;JJF753
5961;PA;3511500;892686;3;4;4;FOO456
5962;RR;4742300;501424;0;6;3;JJF753
5963;AP;4321500;467899;2;3;4;MEL789
5964;RO;3511502;652074;0;3;4;XPTO123
5965;MG;3511500;506279;1;11;4;JJF753
5966;PR;3511502;664793;2;8;1;FOO456
5967;RJ;2821602;701559;2;21;3;MEL789
5968;AC;4322302;820278;1;16;3;FOO456
5969;AM;2821601;258705;0;15;3;MEL789
5970;AM;4322302;672576;0;1;2;CABL951
5971;RJ;3511502;981032;1;19;4;FOO456
5972;GO;4669999;351950;0;6;1;MEL789
5973;TO;3329599;598467;3;10;2;MEL789
5974;MA;2821602;862079;0;16;3;XPTO123
5975;ES;4322301;222772;0;20;3;FOO456
5976;SP;2731700;309124;0;20;2;CABL951
5977;MT;4221903;435169;1;14;4;JJF753
5978;PA;4221902;937338;0;7;1;XPTO123
5979;PA;3329599;231985;0;4;3;JJF753
5980;AC;3511501;729924;4;12;2;CABL951
5981;AM;4321500;556697;0;12;2;MEL789
5982;AM;4673700;516386;0;6;1;XPTO123
5983;AC;3511500;794329;2;20;4;XPTO123
5984;SP;3321000;288705;0;11;1;FOO456
5985;MS;4669999;232798;0;10;1;FOO456
5986;AP;4322301;551052;2;19;1;JJF753
5987;PE;4669999;155886;0;6;3;CABL951
5988;PI;2821602;404878;0;4;4;CABL951
5989;SC;3511502;443012;1;14;1;CABL951
5990;DF;3313901;759707;0;9;4;FOO456
5991;RR;3313901;902362;4;12;2;JJF753
5992;ES;3511502;873102;0;13;4;FOO456
5993;MS;4322303;112382;4;15;3;XPTO123
5994;PB;3313901;506328;0;6;2;FOO456
5995;SC;7112000;636699;0;15;3;CABL951
5996;RR;3321000;853139;1;19;3;JJF753
5997;MT;3321000;791255;2;19;1;JJF753
5998;GO;3313901;13878;1;15;1;CABL951
5999;BA;7112000;339620;0;2;2;MEL789
6000;MT;3329599;169519;2;3;3;CABL951
6001;MG;4754703;334255;0;19;2;CABL951
6002;MT;4322303;405373;3;14;4;CABL951
6003;AP;4322302;303999;0;12;1;JJF753
6004;AM;4673700;250142;0;15;2;FOO456
6005;PE;2821602;225056;0;21;2;FOO456
6006;RS;4321500;432971;0;19;3;MEL789
6007;SE;3511500;324425;4;17;4;MEL789
6008;PA;7112000;323822;2;9;1;MEL789
6009;GO;4221903;759655;1;20;3;MEL789
6010;AL;3321000;285100;3;3;2;FOO456
6011;RR;4669901;802399;4;2;4;MEL789
6012;DF;7112000;699224;0;5;4;CABL951
6013;AM;4669999;328269;0;18;4;XPTO123
6014;AL;4754703;607877;0;6;1;JJF753
6015;GO;3511502;907261;0;11;3;XPTO123
6016;PE;3511500;518391;1;8;1;CABL951
6017;ES;7112000;998762;0;2;1;MEL789
6018;MT;2821601;703060;0;4;4;MEL789
6019;GO;3321000;31211;0;3;2;JJF753
6020;RR;4322302;206154;1;4;1;CABL951
6021;CE;4221903;140334;4;19;3;FOO456
6022;GO;2731700;437244;1;9;1;JJF753
6023;ES;4669999;860999;0;19;2;JJF753
6024;RR;3511501;708021;4;4;3;CABL951
6025;PR;4742300;866090;0;7;2;FOO456
6026;GO;4673700;808434;0;9;4;XPTO123
6027;PA;4322303;560593;0;3;1;CABL951
6028;SE;4669999;195135;0;8;2;CABL951
6029;RO;4221902;364212;0;5;1;XPTO123
6030;BA;4322302;626262;0;10;1;MEL789
6031;PE;4221903;528222;2;21;1;FOO456
6032;TO;3313901;133521;0;12;4;CABL951
6033;RN;3329599;63443;0;5;3;FOO456
6034;AL;4322301;531922;4;1;2;MEL789
6035;CE;4669901;892378;4;16;4;MEL789
6036;SP;3511501;298345;2;14;4;CABL951
6037;PE;3511500;648255;0;3;3;CABL951
6038;AP;4321500;117753;3;16;1;XPTO123
6039;PB;4669999;675119;0;8;1;XPTO123
6040;PA;7112000;91737;0;12;2;MEL789
6041;AP;4742300;77472;2;21;3;JJF753
6042;PE;2731700;827107;2;6;2;XPTO123
6043;RN;3313901;823723;0;21;3;MEL789
6044;MT;4321500;840897;0;21;4;MEL789
6045;DF;3511500;589672;0;6;4;JJF753
6046;AC;4669999;130228;0;10;4;CABL951
6047;GO;3511501;184969;0;9;2;MEL789
6048;BA;4321500;156799;0;13;2;XPTO123
6049;MG;3511502;544079;0;10;1;CABL951
6050;DF;4321500;511174;0;2;4;JJF753
6051;AP;4321500;87446;0;18;1;XPTO123
6052;MA;4322301;393766;2;5;1;JJF753
6053;RO;2731700;244699;3;14;4;FOO456
6054;PB;4754703;14260;0;4;3;JJF753
6055;ES;4322303;928473;4;19;3;XPTO123
6056;CE;3511502;509674;2;5;3;FOO456
6057;PA;4321500;700157;2;2;3;CABL951
6058;SC;4322303;565198;1;18;1;FOO456
6059;GO;4221903;806725;2;11;1;CABL951
6060;CE;4221903;443782;3;20;4;FOO456
6061;AL;3321000;139177;2;15;1;XPTO123
6062;PA;3511502;430567;3;11;3;XPTO123
6063;AC;3321000;212032;2;2;1;MEL789
6064;TO;3511500;836934;3;2;4;CABL951
6065;MT;4754703;671246;0;15;1;FOO456
6066;MG;4221902;193813;1;2;4;CABL951
6067;MT;2821602;654751;1;7;2;FOO456
6068;ES;4322302;785461;0;6;2;JJF753
6069;SP;3511501;857818;0;13;3;FOO456
6070;AM;2821602;125705;0;12;4;MEL789
6071;ES;3313901;181043;0;6;2;JJF753
6072;MG;7112000;730428;0;11;2;XPTO123
6073;RN;2821602;293159;1;2;1;MEL789
6074;DF;4221903;691791;1;3;3;XPTO123
6075;DF;3511500;517991;0;3;1;MEL789
6076;PI;4221902;347121;2;19;2;CABL951
6077;GO;3313901;514043;0;20;3;FOO456
6078;MG;4669999;208542;0;2;2;CABL951
6079;RR;3511502;640941;3;14;4;MEL789
6080;BA;4742300;937924;0;8;2;FOO456
6081;RJ;2821601;917404;0;3;1;JJF753
6082;RJ;3313901;414951;0;13;2;FOO456
6083;PA;3511501;485068;0;20;3;MEL789
6084;RJ;4221902;993468;0;6;4;CABL951
6085;PB;2821601;760537;4;14;3;XPTO123
6086;AM;4221902;459487;0;15;4;FOO456
6087;SE;2821602;136691;0;21;4;XPTO123
6088;MG;4669901;137478;0;20;4;XPTO123
6089;ES;2821602;456983;0;9;2;FOO456
6090;MA;7112000;111093;3;18;3;CABL951
6091;CE;2731700;524489;3;20;4;MEL789
6092;PE;7112000;32867;4;8;2;FOO456
6093;SE;3511501;873916;0;10;4;CABL951
6094;AC;4321500;591823;0;19;1;JJF753
6095;CE;3511501;532276;0;14;4;MEL789
6096;ES;4754703;548987;0;17;2;CABL951
6097;BA;3511501;603119;1;20;4;MEL789
6098;AC;4221902;709904;0;10;1;JJF753
6099;MG;3329599;668764;0;19;3;CABL951
6100;AC;4221902;459166;0;1;1;JJF753
6101;MS;4221902;60470;0;1;3;XPTO123
6102;RJ;2731700;712526;0;1;2;CABL951
6103;GO;4322303;691718;0;7;4;MEL789
6104;MS;4754703;142659;0;21;3;CABL951
6105;PE;2731700;489270;0;16;1;CABL951
6106;SC;4221902;465441;1;5;1;MEL789
6107;SP;3511502;110132;0;14;1;MEL789
6108;BA;7112000;482060;0;5;3;FOO456
6109;SC;3511501;556389;0;2;1;XPTO123
6110;PB;4742300;743660;0;21;3;MEL789
6111;AM;4669901;212631;0;12;3;FOO456
6112;AP;3321000;281729;4;20;3;JJF753
6113;SP;4673700;884082;0;14;3;JJF753
6114;AC;4742300;143718;0;16;1;JJF753
6115;BA;7112000;472789;0;2;1;JJF753
6116;AC;3329599;300995;3;14;4;JJF753
6117;MA;3511500;388004;0;10;2;FOO456
6118;PA;4322301;333161;1;14;2;JJF753
6119;AM;3313901;397093;0;13;4;CABL951
6120;SC;4742300;371965;0;3;1;CABL951
6121;GO;7112000;278910;0;11;2;XPTO123
6122;SC;4322301;150363;4;5;3;MEL789
6123;PA;4322303;139173;1;21;1;JJF753
6124;GO;7112000;781898;1;8;2;FOO456
6125;MA;4321500;192847;1;11;1;JJF753
6126;ES;4322303;160794;0;19;4;FOO456
6127;AL;2821602;843841;0;7;3;FOO456
6128;RO;7112000;974822;4;10;2;MEL789
6129;MT;7112000;177158;4;1;4;MEL789
6130;DF;4321500;21664;0;21;1;XPTO123
6131;MT;2821601;375701;0;5;3;MEL789
6132;PB;4221902;529845;3;9;1;XPTO123
6133;AL;4669999;832479;3;10;1;FOO456
6134;CE;4669901;776647;0;11;4;FOO456
6135;PB;2821602;720537;4;9;4;JJF753
6136;PI;3321000;605324;0;19;2;MEL789
6137;AM;2821601;927804;0;12;4;XPTO123
6138;PA;3511500;305077;2;14;3;FOO456
6139;MG;4322303;684962;0;1;1;CABL951
6140;PE;4322302;260712;0;7;4;CABL951
6141;MG;4321500;59717;1;11;3;JJF753
6142;AM;3511501;102674;0;4;4;FOO456
6143;RN;4322302;523235;0;5;3;FOO456
6144;CE;4321500;307920;0;21;3;MEL789
6145;RR;4221903;798539;3;1;2;JJF753
6146;TO;4754703;722874;0;10;4;MEL789
6147;AL;3511501;400358;0;6;4;JJF753
6148;DF;4322303;138820;3;8;2;XPTO123
6149;PI;4669999;536491;0;13;1;MEL789
6150;PR;3511502;666617;0;17;1;MEL789
6151;PR;4221903;515302;2;9;4;FOO456
6152;PB;2731700;308101;0;11;4;MEL789
6153;AP;4322302;197402;1;10;1;CABL951
6154;AL;4221902;468090;0;13;2;JJF753
6155;CE;4742300;628935;0;7;4;FOO456
6156;SP;4321500;617379;1;7;3;MEL789
6157;MG;3321000;879475;0;2;4;JJF753
6158;CE;4742300;521292;0;5;3;CABL951
6159;RJ;3313901;390506;0;15;4;MEL789
6160;SP;4322301;192752;0;20;3;FOO456
6161;RN;3511501;485126;4;12;2;CABL951
6162;GO;3511500;34865;0;8;2;CABL951
6163;SP;4322303;961124;4;16;2;XPTO123
6164;PE;4322301;211904;1;19;3;CABL951
6165;RO;4321500;103040;0;7;2;JJF753
6166;MT;3329599;489141;0;12;4;JJF753
6167;BA;4754703;421529;0;2;1;JJF753
6168;PI;4322302;240935;1;13;4;CABL951
6169;MT;2821602;62945;0;13;1;CABL951
6170;BA;4322301;140005;3;20;2;CABL951
6171;MA;3329599;420137;2;19;3;XPTO123
6172;RS;2731700;249965;0;2;1;JJF753
6173;RS;3329599;477862;3;7;2;MEL789
6174;AC;3329599;223524;0;5;2;FOO456
6175;AM;4221903;892578;0;8;1;XPTO123
6176;AL;4221903;423930;4;12;4;JJF753
6177;MG;4321500;470377;0;18;3;XPTO123
6178;AL;3511502;640222;1;4;1;MEL789
6179;AM;2821602;725704;1;5;4;FOO456
6180;PI;3313901;359505;0;14;3;JJF753
6181;RO;4669999;991564;0;20;2;JJF753
6182;RR;3329599;956509;0;16;2;FOO456
6183;AC;4673700;879310;0;17;3;MEL789
6184;PR;3511500;66544;0;16;3;MEL789
6185;SC;3329599;859130;3;1;4;FOO456
6186;RN;3511502;972296;2;10;2;XPTO123
6187;MA;7112000;369045;3;20;2;XPTO123
6188;SE;4322301;414118;0;15;1;XPTO123
6189;PE;2821601;604953;0;3;4;FOO456
6190;PR;2731700;640515;2;21;4;JJF753
6191;PA;4754703;970633;0;15;1;FOO456
6192;SC;3511500;149500;3;13;4;JJF753
6193;TO;7112000;364600;0;12;3;XPTO123
6194;RJ;4673700;429486;0;18;2;CABL951
6195;SE;4221903;678087;0;9;4;FOO456
6196;MG;4673700;301997;4;9;2;XPTO123
6197;CE;3329599;373183;0;10;3;MEL789
6198;MA;3321000;901013;2;7;1;JJF753
6199;SP;4221902;433210;4;18;3;MEL789
6200;PA;4673700;643666;3;16;4;MEL789
6201;SE;4673700;865164;2;5;3;FOO456
6202;MT;3329599;33153;0;1;4;MEL789
6203;MA;2821601;165613;2;8;4;FOO456
6204;RO;4742300;838851;0;12;4;MEL789
6205;SP;2821601;392665;0;14;1;MEL789
6206;BA;2821602;572110;0;13;4;MEL789
6207;SP;3313901;840263;1;14;2;JJF753
6208;RO;4321500;760003;4;17;3;CABL951
6209;AC;4321500;696340;1;14;1;CABL951
6210;ES;4754703;489057;0;18;1;FOO456
6211;SP;4221903;58392;0;8;4;MEL789
6212;RO;3511501;249793;0;4;2;FOO456
6213;PR;7112000;26315;0;14;3;CABL951
6214;MG;4322303;668762;0;21;1;FOO456
6215;PB;4221903;916884;4;4;1;JJF753
6216;DF;4754703;933170;0;13;3;JJF753
6217;AL;4322302;567558;3;21;2;CABL951
6218;BA;2821602;730410;3;19;4;FOO456
6219;RN;4754703;706313;0;1;3;MEL789
6220;SP;4321500;283671;0;12;1;XPTO123
6221;ES;3321000;474640;0;15;4;XPTO123
6222;AM;4322303;63857;0;16;2;MEL789
6223;PA;4321500;396782;0;14;1;MEL789
6224;GO;4321500;779237;0;9;3;FOO456
6225;PR;2731700;721382;4;13;2;CABL951
